"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"LKRWJ5G6","conferencePaper","2014","Pershina, Maria; Min, Bonan; Xu, Wei; Grishman, Ralph","Infusion of Labeled Data into Distant Supervision for Relation Extraction","Proceedings of the 52nd Annual Meeting of the Association for Computational Linguistics (Volume 2: Short Papers)","","","10.3115/v1/P14-2119","http://aclweb.org/anthology/P14-2119","Distant supervision usually utilizes only unlabeled data and existing knowledge bases to learn relation extraction models. However, in some cases a small amount of human labeled data is available. In this paper, we demonstrate how a state-of-theart multi-instance multi-label model can be modiﬁed to make use of these reliable sentence-level labels in addition to the relation-level distant supervision from a database. Experiments show that our approach achieves a statistically signiﬁcant increase of 13.5% in F-score and 37% in area under the precision recall curve.","2014","2023-02-28 17:31:36","2023-04-15 14:16:04","2023-02-28 17:31:36","732-738","","","","","","","","","","","Association for Computational Linguistics","Baltimore, Maryland","en","","","","","DOI.org (Crossref)","","{'citing': ['10.1007/978-981-10-2993-6_6', '10.1016/j.is.2018.09.003', '10.1145/3241741', '10.1145/3387634', '10.1145/3340531.3412039', '10.1007/s10489-022-03547-8', '10.1109/jstars.2021.3127246', '10.1109/geoinformatics.2015.7378569', '10.1007/978-3-319-50496-4_44', '10.1007/978-3-319-48740-3_42', '10.1145/3077136.3080666', '10.1007/s11227-015-1535-4', '10.1109/cyberc.2015.77', '10.1109/icccbda.2018.8386544', '10.1145/3555552', '10.1145/3290605.3300761', '10.1109/icbda.2016.7509818', '10.1007/978-3-030-84186-7_22', '10.1016/j.eswa.2022.117113', '10.3233/ida-194492'], 'cited': ['10.3115/v1/p14-2119']}","","/root/snap/zotero-snap/common/Zotero/storage/6X29YY32/Pershina et al. - 2014 - Infusion of Labeled Data into Distant Supervision .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the 52nd Annual Meeting of the Association for Computational Linguistics (Volume 2: Short Papers)","","","","","","","","","","","","","","",""
"BRHSBCP5","conferencePaper","2013","Roth, Benjamin; Barth, Tassilo; Wiegand, Michael; Klakow, Dietrich","A survey of noise reduction methods for distant supervision","Proceedings of the 2013 workshop on Automated knowledge base construction","","","10.1145/2509558.2509571","","","2013","2023-01-18 09:10:18","2023-04-15 14:16:03","","73–78","","","","","","","","","","","","","","","","","","Google Scholar","","{'citing': ['10.1007/s10489-022-03547-8', '10.1109/access.2021.3130956', '10.1145/3184558.3191546', '10.1109/icbda.2016.7509818', '10.1007/978-3-319-93037-4_29', '10.1101/626226', '10.1007/s12559-020-09800-x', '10.1371/journal.pone.0216913', '10.5715/jnlp.23.37', '10.3233/sw-150180', '10.1007/s11063-021-10548-0', '10.1007/978-3-319-72926-8_13', '10.1145/3241741'], 'cited': ['10.1145/2509558.2509571']}","","/root/snap/zotero-snap/common/Zotero/storage/EWGH4R33/Roth et al. - 2013 - A survey of noise reduction methods for distant su.pdf; /root/snap/zotero-snap/common/Zotero/storage/JSDIGZR2/2509558.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZGZ9D7FK","journalArticle","2018","Smirnova, Alisa; Cudré-Mauroux, Philippe","Relation Extraction Using Distant Supervision: A Survey","ACM Computing Surveys","","0360-0300","10.1145/3241741","https://doi.org/10.1145/3241741","Relation extraction is a subtask of information extraction where semantic relationships are extracted from natural language text and then classified. In essence, it allows us to acquire structured knowledge from unstructured text. In this article, we present a survey of relation extraction methods that leverage pre-existing structured or semi-structured data to guide the extraction process. We introduce a taxonomy of existing methods and describe distant supervision approaches in detail. We describe, in addition, the evaluation methodologies and the datasets commonly used for quality assessment. Finally, we give a high-level outlook on the field, highlighting open problems as well as the most promising research directions.","2018-11-19","2023-02-06 09:33:54","2023-04-15 14:16:01","2023-02-06 09:33:54","106:1–106:35","","5","51","","ACM Comput. Surv.","Relation Extraction Using Distant Supervision","","","","","","","","","","","","September 2019","","{'citing': ['10.1145/3445965', '10.1109/icpm49681.2020.00023', '10.1016/j.ijdrr.2021.102482', '10.1142/s0218194022500279', '10.1109/bigdata52589.2021.9671514', '10.1155/2020/8893749', '10.1109/iscid51228.2020.00046', '10.1016/j.knosys.2022.108956', '10.2200/s01125ed1v01y202109dsk022', '10.3390/app112311472', '10.14778/3476311.3476393', '10.1007/s10579-022-09577-5', '10.1145/3442381.3449917', '10.1007/s10489-022-03547-8', '10.1007/978-3-030-74837-1_11', '10.1007/978-3-030-66891-4_11', '10.2200/s01123ed1v01y202108hlt053', '10.3233/jifs-219241', '10.1145/3511808.3557352', '10.1007/s10115-022-01665-w', '10.1016/j.jnca.2021.103076', '10.1007/978-3-030-86334-0_31', '10.1145/3511095.3531284', '10.1109/iaeac50856.2021.9390651', '10.1007/s10506-022-09332-9', '10.1007/978-3-030-62327-2_37', '10.1007/s12021-022-09571-w', '10.3233/sw-190371', '10.1093/database/baab077', '10.1145/3503917', '10.1007/978-981-16-9573-5_37', '10.1109/jcdl52503.2021.00014', '10.1007/s10462-022-10239-9', '10.1007/s00521-021-06667-3', '10.1177/1043986220910297', '10.1007/978-3-319-63962-8_285-2', '10.1145/3477495.3531876', '10.1145/3485447.3511932', '10.1109/icsess52187.2021.9522255', '10.1016/j.compeleceng.2022.108261', '10.1007/978-3-031-19496-2_8', '10.1109/aiiot54504.2022.9817231', '10.3390/app10196835', '10.3390/data7070090', '10.1016/j.eswa.2022.117606', '10.1109/iwcmc48107.2020.9148384', '10.1016/j.websem.2021.100638', '10.1109/sds.2019.000-6', '10.1093/bib/bbz087', '10.3390/info13040161'], 'cited': ['10.1145/3241741']}","","","","manual","Relation extraction; distant supervision; knowledge graph","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V2XW8D9J","journalArticle","2022","Mohamad Zamini, H. Reza; , M. Rabiei","A Review of Knowledge Graph Completion","","","","10.3390/info13080396","https://www.mdpi.com/2078-2489/13/8/396","Information extraction methods proved to be effective at triple extraction from structured or unstructured data. The organization of such triples in the form of (head entity, relation, tail entity) is called the construction of Knowledge Graphs (KGs). Most of the current knowledge graphs are incomplete. In order to use KGs in downstream tasks, it is desirable to predict missing links in KGs. Different approaches have been recently proposed for representation learning of KGs by embedding both entities and relations into a low-dimensional vector space aiming to predict unknown triples based on previously visited triples. According to how the triples will be treated independently or dependently, we divided the task of knowledge graph completion into conventional and graph neural network representation learning and we discuss them in more detail. In conventional approaches, each triple will be processed independently and in GNN-based approaches, triples also consider their local neighborhood.","2022","2023-03-01 14:57:47","2023-04-15 14:15:49","","15bcddf2d3ac05f54879e7153c434a532ec13c64","","https://www.semanticscholar.org/paper/15bcddf2d3ac05f54879e7153c434a532ec13c64","2022-08-21","","SemanticScholar","","","","","","","","","triples also consider their local neighborhood.","","","relation","","","{'citing': ['10.3390/electronics11233897', '10.3390/su142214975', '10.3390/electronics11233866'], 'cited': ['10.3390/info13080396']}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S3MC9ZKA","preprint","2022","Pai Liu, Wenyang Gao; , Wenjie Dong; , Songfang Huang; , Yue Zhang","Open Information Extraction from 2007 to 2022 -- A Survey","","","","not found","nan","Open information extraction is an important NLP task that targets extracting structured information from unstructured text without limitations on the relation type or the domain of the text. This survey paper covers open information extraction technologies from 2007 to 2022 with a focus on new models not covered by previous surveys. We propose a new categorization method from the source of information perspective to accommodate the development of recent OIE technologies. In addition, we summarize three major approaches based on task settings as well as current popular datasets and model evaluation metrics. Given the comprehensive review, several future directions are shown from datasets, source of information, output form, method, and evaluation metric aspects.","2022-08-18","2023-03-01 14:33:53","2023-10-10 10:24:50","","","","","","","","","","","","","","","","nan","","Arxiv","http://arxiv.org/abs/2208.08690v1","","","","","","","OpenIE; EC1.5; SAT_focus:OpenIE; SAT_task:RE; SAT_type:Survey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77XMQUMR","preprint","2022","William Hogan","An Overview of Distant Supervision for Relation Extraction with a Focus   on Denoising and Pre-training Methods","","","","not found","nan","Relation Extraction (RE) is a foundational task of natural language processing. RE seeks to transform raw, unstructured text into structured knowledge by identifying relational information between entity pairs found in text. RE has numerous uses, such as knowledge graph completion, text summarization, question-answering, and search querying. The history of RE methods can be roughly organized into four phases: pattern-based RE, statistical-based RE, neural-based RE, and large language model-based RE. This survey begins with an overview of a few exemplary works in the earlier phases of RE, highlighting limitations and shortcomings to contextualize progress. Next, we review popular benchmarks and critically examine metrics used to assess RE performance. We then discuss distant supervision, a paradigm that has shaped the development of modern RE methods. Lastly, we review recent RE works focusing on denoising and pre-training methods.","2022-07-17","2023-03-01 14:33:54","2023-10-23 12:06:32","","","","","","","","","","","","","","","","nan","","Arxiv","http://arxiv.org/abs/2207.08286v1","","","","","","","star; SAT_model:BERT; HERE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KPPE4BCN","preprint","2017","Pawar, Sachin; Palshikar, Girish K.; Bhattacharyya, Pushpak","Relation Extraction : A Survey","","","","not found","http://arxiv.org/abs/1712.05191","With the advent of the Internet, large amount of digital text is generated everyday in the form of news articles, research publications, blogs, question answering forums and social media. It is important to develop techniques for extracting information automatically from these documents, as lot of important information is hidden within them. This extracted information can be used to improve access and management of knowledge hidden in large text corpora. Several applications such as Question Answering, Information Retrieval would benefit from this information. Entities like persons and organizations, form the most basic unit of the information. Occurrences of entities in a sentence are often linked through well-defined relations; e.g., occurrences of person and organization in a sentence may be linked through relations such as employed at. The task of Relation Extraction (RE) is to identify such relations automatically. In this paper, we survey several important supervised, semi-supervised and unsupervised RE techniques. We also cover the paradigms of Open Information Extraction (OIE) and Distant Supervision. Finally, we describe some of the recent trends in the RE techniques and possible future research directions. This survey would be useful for three kinds of readers - i) Newcomers in the field who want to quickly learn about RE; ii) Researchers who want to know how the various RE techniques evolved over time and what are possible future research directions and iii) Practitioners who just need to know which RE technique works best in various settings.","2017-12-14","2023-05-23 13:15:28","2023-10-10 10:24:36","2023-05-23 13:15:28","","","","","","","Relation Extraction","","","","","arXiv","","","","","","","arXiv.org","","","","/root/snap/zotero-snap/common/Zotero/storage/NKDZE36J/Pawar et al. - 2017 - Relation Extraction  A Survey.pdf; /root/snap/zotero-snap/common/Zotero/storage/I9R6HL8W/1712.html","","MANUALMODELS; SAT_task:RE; SAT_type:Survey","Computer Science - Computation and Language; Computer Science - Artificial Intelligence; Computer Science - Information Retrieval","","","","","","","","","","","","","","","","","","","arXiv:1712.05191","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NDBLXKGQ","journalArticle","2018","Yan, Jihong; Wang, Chengyu; Cheng, Wenliang; Gao, Ming; Zhou, Aoying","A retrospective of knowledge graphs","Frontiers","","2095-2236","10.1007/s11704-016-5228-9","https://doi.org/10.1007/s11704-016-5228-9","Information on the Internet is fragmented and presented in different data sources, which makes automatic knowledge harvesting and understanding formidable for machines, and even for humans. Knowledge graphs have become prevalent in both of industry and academic circles these years, to be one of the most efficient and effective knowledge integration approaches. Techniques for knowledge graph construction can mine information from either structured, semi-structured, or even unstructured data sources, and finally integrate the information into knowledge, represented in a graph. Furthermore, knowledge graph is able to organize information in an easy-to-maintain, easy-to-understand and easy-to-use manner.","2018-02-01","2023-05-23 13:13:32","2025-02-04 17:20:33","2023-05-23 13:13:32","55-74","","1","12","","Front. Comput. Sci.","","Frontiers of Computer Science","","","","","","en","","","","","Springer Link","","{'citing': ['10.3390/info11040182', '10.1093/bib/bbab437', '10.1007/s11227-019-03046-7', '10.1007/978-3-030-64949-4_12', '10.1088/1742-6596/1427/1/012001', '10.1109/icss50103.2020.00017', '10.1109/aiic54368.2022.9914031', '10.3233/efi-220028', '10.3390/info11030129', '10.1109/access.2021.3077916', '10.1145/3341069.3342973', '10.1145/3447772', '10.1088/1757-899x/750/1/012207', '10.1016/j.autcon.2021.104118', '10.1016/j.knosys.2022.109703', '10.1109/access.2019.2960659', '10.1145/3411764.3445368', '10.3390/systems10050178', '10.1002/isaf.1491', '10.1109/access.2021.3070395', '10.1109/cei52496.2021.9574515', '10.3390/info13040161', '10.1007/978-981-13-2206-8_16', '10.1088/1742-6596/1982/1/012123', '10.1007/978-3-030-14401-2_10', '10.1007/978-3-030-14401-2_29', '10.1007/978-3-030-04284-4_20', '10.1007/978-3-030-52287-2_28', '10.1007/978-3-030-62466-8_27', '10.3233/sw-210442', '10.32517/0234-0453-2021-36-10-33-42', '10.1007/978-3-030-50267-6_22', '10.12688/hrbopenres.13403.2', '10.1145/3196321.3196335', '10.1016/j.jss.2020.110572', '10.1098/rspa.2019.0825', '10.12688/hrbopenres.13403.1', '10.1049/gtd2.12040', '10.3390/ijgi10120835', '10.1007/978-3-030-53187-4_54', '10.1145/3487664.3487803', '10.3390/info13020099', '10.1088/1742-6596/1982/1/012122', '10.1109/etfa46521.2020.9211994', '10.1007/978-3-030-92836-0_40', '10.1007/978-3-030-29374-1_19', '10.3390/fi14050129', '10.1016/j.eswa.2019.112965', '10.1109/phm-yantai55411.2022.9941854', '10.1016/b978-0-12-822468-7.00012-2', '10.1142/s0218194021400040', '10.1109/access.2020.2973928', '10.1371/journal.pone.0274164', '10.1142/s0218194021500339', '10.1002/smr.2262', '10.3390/electronics10121500', '10.1007/978-3-031-07802-6_21', '10.1002/9781119764175.ch10', '10.1007/978-3-030-63955-6_9', '10.3389/fenrg.2022.896836', '10.1016/j.visinf.2020.01.001', '10.1016/j.websem.2022.100713', '10.21203/rs.3.rs-2180206/v1', '10.1007/s00500-021-05756-8', '10.1109/edocw52865.2021.00026', '10.1007/978-3-030-62412-5_15', '10.3390/app11199160', '10.1111/bjet.12841', '10.1007/978-3-030-78424-9_60', '10.1007/978-3-030-63161-1_15'], 'cited': ['10.1007/s11704-016-5228-9']}","","","","MANUALMODELS; SAT_task:RE; SAT_task:RC; SAT_task:EntityLinking; SAT_task:NER; SAT_type:Review; SAT_focus:KB; FOCUS_STUDY_OCT; CHECKED1023; SAT_benchmark_type:Qualitative; HERE; SAT_interest:5; SAT_focus:Reasoning; SAT_focus_period:1980-2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74XUWXDZ","journalArticle","2020","Gerhard Weikum, Luna Dong; , Simon Razniewski; , Fabian Suchanek","Machine Knowledge: Creation and Curation of Comprehensive Knowledge   Bases","ACM","","","10.1561/1900000064","nan","Equipping machines with comprehensive knowledge of the world's entities and their relationships has been a long-standing goal of AI. Over the last decade, large-scale knowledge bases, also known as knowledge graphs, have been automatically constructed from web contents and text sources, and have become a key asset for search engines. This machine knowledge can be harnessed to semantically interpret textual phrases in news, social media and web tables, and contributes to question answering, natural language processing and data analytics. This article surveys fundamental concepts and practical methods for creating and curating large knowledge bases. It covers models and methods for discovering and canonicalizing entities and their semantic types and organizing them into clean taxonomies. On top of this, the article discusses the automatic extraction of entity-centric properties. To support the long-term life-cycle and the quality assurance of machine knowledge, the article presents methods for constructing open schemas and for knowledge curation. Case studies on academic projects and industrial knowledge graphs complement the survey of concepts and methods.","2020-09-24","2023-03-01 14:34:12","2025-02-04 17:18:54","","","","","","","Foundations and Trends in Databases","","","","","","","","","True","","Arxiv","http://arxiv.org/abs/2009.11564v2","","","{'citing': ['10.1007/978-3-030-80418-3_24', '10.3233/sw-212865', '10.1162/tacl_a_00456', '10.1145/3529372.3530924', '10.1145/3514221.3526049', '10.1007/978-3-031-16802-4_43', '10.1145/3511808.3557158'], 'cited': []}","","","","star; SAT_focus:OpenIE; SAT_oldTag:CHECKED0923; SAT_task:RE; SAT_focus:LongTailRelation; SAT_task:EntityLinking; SAT_task:NER; SAT_focus:distant; SAT_typology:False; SAT_task:Labelling; SAT_focus:RulesBased; SAT_task:KnowledgeCuration; SAT_task:Embed; SAT_focus:HTML; SAT_focus:Math; FOCUS_STUDY_OCT; CHECKED1023; SAT_type:DetailedSurvey; SAT_interest:7; SAT_focus:Model","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UXZJKRAG","conferencePaper","2022","Shaowen Zhou, Bowen Yu; , Aixin Sun; , Cheng Long; , Jingyang Li; , Haiyang Yu; , Jian Sun; , Yongbin Li","A Survey on Neural Open Information Extraction: Current Status and   Future Directions","Proceedings of the Thirty-First International Joint Conference on Artificial Intelligence","","","10.24963/ijcai.2022/793","nan","Open Information Extraction (OpenIE) facilitates domain-independent discovery of relational facts from large corpora. The technique well suits many open-world natural language understanding scenarios, such as automatic knowledge base construction, open-domain question answering, and explicit reasoning. Thanks to the rapid development in deep learning technologies, numerous neural OpenIE architectures have been proposed and achieve considerable performance improvement. In this survey, we provide an extensive overview of the-state-of-the-art neural OpenIE models, their key design decisions, strengths and weakness. Then, we discuss limitations of current solutions and the open issues in OpenIE problem itself. Finally we list recent trends that could help expand its scope and applicability, setting up promising directions for future research in OpenIE. To our best knowledge, this paper is the first review on this specific topic.","2022-05-24","2023-03-01 14:33:55","2025-02-04 17:18:54","","","","","","","","","","","","","IJCAI","","","Open","","Arxiv","http://arxiv.org/abs/2205.11725v2","","","","","","","SAT_focus:OpenIE; SAT_model:BERT; SAT_task:RE; SAT_granularity:sentence; SAT_archi:BiLSTM; SAT_task:OpenRE; SAT_archi:CNN; SAT_archi:RNN; SAT_archi:Rules; SAT_archi:LSTM; SAT_archi:GRU; SAT_archi:GAN; SAT_type:Survey; SAT_type:Benchmark; SAT_archi:Graph; FOCUS_STUDY_OCT; CHECKED1023; SAT_focus:adversarial; SAT_benchmark:True; SAT_interest:4; SAT_typology_dim:Generative; SAT_typology_dim:Tag; SAT_nbDataset:5; SAT_focus:flexibility; SAT_focus:Dependancy; SAT_focus_period:2013-2021; SAT_nbModel:12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ijcai 2022","","","","","","","","","","","","","","",""
"ADDDCU4Z","journalArticle","2021","Zhang, Jing; Chen, Bo; Zhang, Lingxi; Ke, Xirui; Ding, Haipeng","Neural, symbolic and neural-symbolic reasoning on knowledge graphs","Elsevier","","2666-6510","10.1016/j.aiopen.2021.03.001","https://www.sciencedirect.com/science/article/pii/S2666651021000061","Knowledge graph reasoning is the fundamental component to support machine learning applications such as information extraction, information retrieval, and recommendation. Since knowledge graphs can be viewed as the discrete symbolic representations of knowledge, reasoning on knowledge graphs can naturally leverage the symbolic techniques. However, symbolic reasoning is intolerant of the ambiguous and noisy data. On the contrary, the recent advances of deep learning have promoted neural reasoning on knowledge graphs, which is robust to the ambiguous and noisy data, but lacks interpretability compared to symbolic reasoning. Considering the advantages and disadvantages of both methodologies, recent efforts have been made on combining the two reasoning methods. In this survey, we take a thorough look at the development of the symbolic, neural and hybrid reasoning on knowledge graphs. We survey two specific reasoning tasks — knowledge graph completion and question answering on knowledge graphs, and explain them in a unified reasoning framework. We also briefly discuss the future directions for knowledge graph reasoning.","2021","2023-05-23 14:09:01","2025-02-04 17:18:54","","14-35","","","2","","AI Open","","","","","","","","","","","","","","","{'citing': ['10.3390/j4040061', '10.1016/j.cej.2022.136669', '10.1007/978-3-031-06981-9_5', '10.1109/taslp.2022.3164218', '10.1016/j.inffus.2022.09.003', '10.1109/iscas48785.2022.9937699', '10.3233/sw-223228', '10.23919/ccc55666.2022.9901564'], 'cited': ['10.1007/s00778-015-0394-1', '10.1016/j.eswa.2019.112948', '10.1038/323533a0', '10.1145/3065386', '10.1037/h0042519', '10.1109/tc.1986.1676819', '10.14778/2350229.2350236', '10.14778/3236187.3236192', '10.1613/jair.5714', '10.1007/bf00116835', '10.1016/0004-3702(94)90105-8', '10.1109/tpami.2006.79', '10.1162/tacl_a_00153', '10.1007/bf00114160', '10.1007/s10994-010-5205-8', '10.1145/42372.42377', '10.14778/3055540.3055549', '10.1007/s00778-016-0444-3', '10.1007/s10994-006-5833-1', '10.1023/a:1010924021315', '10.1109/tkde.2017.2754499', '10.1162/neco.2006.18.7.1527']}","","","","star; NOT A SURVEY ?; SAT_task:Reasoning; FOCUS_STUDY_OCT; but out of scope","Knowledge graph embedding; Knowledge graph reasoning; Neural-symbolic reasoning; Symbolic reasoning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G73M849Z","journalArticle","2021","Yohan Bonescki Gumiel, Lucas Emanuel Silva e Oliveira; , V. Claveau; , N. Grabar; , E. Paraiso; , C. Moro; , D. Carvalho","Temporal Relation Extraction in Clinical Texts","ACM","","","10.1145/3462475","https://www.semanticscholar.org/paper/97fa60a81a1e800a8ecbe5ef13d6798fc13dc799","Unstructured data in electronic health records, represented by clinical texts, are a vast source of healthcare information because they describe a patient's journey, including clinical findings, procedures, and information about the continuity of care. The publication of several studies on temporal relation extraction from clinical texts during the last decade and the realization of multiple shared tasks highlight the importance of this research theme. Therefore, we propose a review of temporal relation extraction in clinical texts. We analyzed 105 articles and verified that relations between events and document creation time, a coarse temporality type, were addressed with traditional machine learning–based models with few recent initiatives to push the state-of-the-art with deep learning–based models. For temporal relations between entities (event and temporal expressions) in the document, factors such as dataset imbalance because of candidate pair generation and task complexity directly affect the system's performance. The state-of-the-art resides on attention-based models, with contextualized word representations being fine-tuned for temporal relation extraction. However, further experiments and advances in the research topic are required until real-time clinical domain applications are released. Furthermore, most of the publications mainly reside on the same dataset, hindering the need for new annotation projects that provide datasets for different medical specialties, clinical text types, and even languages.","2021-09-17","2023-02-03 15:59:14","2025-02-04 17:18:54","","1 - 36","","nan","54","","ACM Computing Surveys (CSUR)","","","","","","","","","TRUE","","SemanticScholar","97fa60a81a1e800a8ecbe5ef13d6798fc13dc799","","","{'citing': ['10.1186/s13326-022-00269-1', '10.1109/icsp54964.2022.9778554', '10.1109/bdai56143.2022.9862667'], 'cited': ['10.1016/j.jbi.2015.06.030', '10.1007/s10618-019-00671-x', '10.1016/j.ijmedinf.2019.103985', '10.1016/j.jbi.2009.05.002', '10.1016/j.jbi.2013.09.007', '10.1016/j.jbi.2015.06.013', '10.1016/j.jbi.2015.08.013', '10.1016/j.jbi.2017.11.011', '10.1016/j.jbi.2020.103488', '10.1136/amiajnl-2014-002642', '10.1136/jamia.2009.001560', '10.1145/1273496.1273513', '10.1145/182.358434', '10.1197/jamia.m2467', '10.18653/v1/n18-1202', '10.18653/v1/s15-2136', '10.18653/v1/s16-1175', '10.18653/v1/s16-1198', '10.18653/v1/s17-2180', '10.18653/v1/w16-2914', '10.18653/v1/w18-2303', '10.3115/v1/p14-2082', '10.1007/s10579-017-9382-y', '10.1016/j.jbi.2013.08.003', '10.1016/j.jbi.2013.09.010', '10.1016/j.jbi.2015.08.011', '10.1016/j.jbi.2015.09.002', '10.1016/j.jbi.2016.06.006', '10.1016/j.jbi.2017.07.012', '10.1016/j.jbi.2019.103309', '10.1136/amiajnl-2013-001635', '10.1186/s12911-018-0627-5', '10.18653/v1/k19-1062', '10.18653/v1/s15-2137', '10.18653/v1/s16-1165', '10.18653/v1/s16-1193', '10.18653/v1/s16-1199', '10.18653/v1/s17-2098', '10.18653/v1/w17-2341', '10.18653/v1/w19-1909', '10.4258/hir.2018.24.3.179', '10.5715/jnlp.27.383', '10.1007/s10579-005-7882-7', '10.1016/j.cmpb.2019.01.007', '10.1016/j.jbi.2015.09.006', '10.1038/sdata.2016.35', '10.1136/amiajnl-2011-000295', '10.1136/amiajnl-2013-001612', '10.1136/amiajnl-2013-001619', '10.1155/2015/636371', '10.1186/s12859-014-0373-3', '10.1186/s12911-020-01208-9', '10.13063/2327-9214.1079', '10.18653/v1/d19-1642', '10.18653/v1/e17-2118', '10.18653/v1/p17-2035', '10.18653/v1/s17-2093', '10.18653/v1/s17-2178', '10.18653/v1/w18-5619', '10.18653/v1/w18-5620', '10.2196/12239', '10.3115/v1/p14-2014', '10.1007/s10579-005-7884-5', '10.1007/s41666-019-00049-0', '10.1016/j.jbi.2015.05.009', '10.1016/j.jbi.2015.06.014', '10.1016/j.jbi.2015.08.009', '10.1016/j.jbi.2019.103219', '10.1093/jamia/ocv113', '10.1136/amiajnl-2013-001622', '10.1136/amiajnl-2013-001627', '10.1136/amiajnl-2013-002463', '10.1162/tacl_a_00172', '10.1186/s12911-019-0735-x', '10.1371/journal.pmed.1000097', '10.18653/v1/p19-1280', '10.18653/v1/s16-1190', '10.18653/v1/s16-1194', '10.18653/v1/s16-1197', '10.18653/v1/s17-2181', '10.18653/v1/w19-1917', '10.1016/j.artmed.2020.101860', '10.1016/j.ijmedinf.2016.10.021', '10.1016/j.jbi.2013.11.001', '10.1016/j.jbi.2015.08.025', '10.1038/nrg3208', '10.1109/time.2006.27', '10.1136/amiajnl-2012-001607', '10.1136/amiajnl-2013-001624', '10.1136/amiajnl-2013-001628', '10.1136/amiajnl-2013-001760', '10.1136/jamia.2010.004804', '10.1162/tacl_a_00182', '10.18653/v1/2020.bionlp-1.7', '10.18653/v1/e17-1108', '10.18653/v1/e17-2117', '10.18653/v1/p16-1105', '10.18653/v1/s16-1192', '10.18653/v1/s17-2177', '10.18653/v1/w18-5607', '10.18653/v1/w19-5026']}","","/root/snap/zotero-snap/common/Zotero/storage/63UQXKDX/Yohan Bonescki Gumiel et al. - 2021 - Temporal Relation Extraction in Clinical Texts.pdf","","manual; star; automatic; SAT_model:BERT; SAT_oldTag:CHECKED0923; SAT_task:RE; SAT_archi:BiLSTM; SAT_rel_type:temporal; SAT_archi:CRF; SAT_archi:CNN; SAT_domain:medical; SAT_task:EventExtraction; SAT_archi:GRU; SAT_archi:SVM; SAT_focus:TemporalRel; SAT_focus:RulesBased; SAT_nbDataset:alot; SAT_nbModel:alot; FOCUS_STUDY_OCT; CHECKED1023; SAT_defined_protocol:True; SAT_interest:10; SAT_focus_period:2001-2020; SAT_type:SystematicReview","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
